Trade,OfferAmount,OfferItem,DesiredAmount,DesiredItem
"""I'm interested in acquiring 44 stones and am willing to offer 40 horses in exchange. Let me know if you're interested in a trade.""",40,horses,44,stones
"""How about a trade? I have 13 stones that I can offer in exchange for 41 wheat.""",13,stones,41,wheat
"""I have 38 stones that I'm looking to trade for 23 aluminum. Let me know if you're interested.""",38,stones,23,aluminum
"""I'd like to make a trade. I have 45 aluminum that I'm willing to offer for 17 gold. Would you be interested?""",45,aluminum,17,gold
"""I'm willing to offer 18 gold for 25 aluminum. Let me know if you're interested in making a trade.""",18,gold,25,aluminum
"""I'm willing to trade 2 stones for 22 horses. Let me know if you're interested.""",2,stones,22,horses
"""I'm looking to acquire 6 wood and can offer 6 horses in exchange. Would you be interested in a trade?""",6,horses,6,wood
"""I'd like to make a trade. I have 33 coal that I'm willing to offer for 40 horses. Would you be interested?""",33,coal,40,horses
"""How about we make a trade? I'm willing to offer 11 wood in exchange for 7 gold.""",11,wood,7,gold
"""I'm looking to trade 40 aluminum for 1 wood. Would you consider the offer?""",40,aluminum,1,wood
"""I have 40 horses and am interested in exchanging them for 22 wood. Are you open to a trade?""",40,horses,22,wood
"""I'd like to make a trade. I have 23 coal that I can offer for 26 wheat.""",23,coal,26,wheat
"""I'd like to acquire 42 wheat and am willing to offer 13 coal in exchange. Are you open to a trade?""",13,coal,42,wheat
"""If you're interested in trading, I have 16 gold that I'm willing to offer for 43 stones.""",16,gold,43,stones
"""I have 32 gold and am looking to trade them for 37 aluminum. Would you consider the offer?""",32,gold,37,aluminum
"""I'd like to make a trade. I have 26 horses that I'm willing to offer for 40 aluminum. Would you be interested?""",26,horses,40,aluminum
"""I'm interested in acquiring 7 aluminum. I have 25 stones that I can offer in exchange. Would you consider the trade?""",25,stones,7,aluminum
"""I have 36 stones that I'm willing to trade for 33 wheat. Would you be interested in making a deal?""",36,stones,33,wheat
"""I'd like to acquire 18 stones and am willing to offer 6 gold in exchange. Would you be interested in a trade?""",6,gold,18,stones
"""I'm looking to acquire 23 wood and can offer 9 wheat in exchange. Would you be interested in a trade?""",9,wheat,23,wood
"""I'd like to acquire 30 wood and am willing to offer 19 wheat in exchange. Would you be interested in a trade?""",19,wheat,30,wood
"""I'd like to make a trade. I have 37 aluminum that I'm willing to offer for 18 wood. Would you be interested?""",37,aluminum,18,wood
"""I have 16 coal that I'm looking to exchange for 11 wheat. Would you like to make a trade?""",16,coal,11,wheat
"""I'm willing to trade 28 iron for 25 coal. Would you consider the offer?""",28,iron,25,coal
"""I have 4 iron that I'm looking to trade for 4 stones. Would you be open to that exchange?""",4,iron,4,stones
"""I'd like to make a trade. I have 33 wheat that I'm willing to offer for 34 horses. Would you be interested?""",33,wheat,34,horses
"""I'd like to acquire 26 gold and can offer 48 horses in exchange. Let me know if you're interested in a trade.""",48,horses,26,gold
"""I'd like to acquire 3 coal and am willing to offer 36 aluminum in exchange. Would you be interested in a trade?""",36,aluminum,3,coal
"""I'm willing to trade 17 horses for 25 gold. Would you be interested in making a deal?""",17,horses,25,gold
"""I'm interested in trading 17 gold for 35 horses. Let me know if you're interested.""",17,gold,35,horses
"""I'd like to acquire 46 horses and am willing to trade 47 iron in exchange. Let me know if you're interested in a deal.""",47,iron,46,horses
"""I'd like to make a trade. I have 14 horses that I'm willing to offer for 18 wheat.""",14,horses,18,wheat
"""I'd like to offer 29 wood for 27 gold. Are you open to a trade?""",29,wood,27,gold
"""I'm interested in trading 13 stones for 4 iron. Let me know if you're interested.""",13,stones,4,iron
"""I have 13 coal that I'm looking to exchange for 35 aluminum. Are you open to a trade?""",13,coal,35,aluminum
"""I have 29 coal that I can trade for 14 wheat. Are you interested in making a deal?""",29,coal,14,wheat
"""I'm interested in acquiring 34 wheat and am willing to offer 33 stones in exchange. Are you open to a trade?""",33,stones,34,wheat
"""Are you open to a trade? I have 20 iron that I'm willing to exchange for 32 aluminum.""",20,iron,32,aluminum
"""I'd like to acquire 49 aluminum and am willing to offer 30 wood in exchange. Would you be interested in a trade?""",30,wood,49,aluminum
"""I'd like to trade 13 stones for 38 horses. What do you think?""",13,stones,38,horses
"""I have 48 wood that I'm willing to trade for 2 coal. Would you consider the offer?""",48,wood,2,coal
"""How about a trade? I have 29 iron that I can offer in exchange for 17 gold.""",29,iron,17,gold
"""I'm interested in acquiring 5 coal and am willing to trade 12 gold in exchange. Would you consider the offer?""",12,gold,5,coal
"""I'm interested in acquiring 14 stones and am willing to trade 9 iron in exchange. Would you consider the offer?""",9,iron,14,stones
"""How about a trade? I have 45 iron that I can offer in exchange for 23 coal.""",45,iron,23,coal
"""I'm interested in trading 26 stones for 39 wheat. What do you think?""",26,stones,39,wheat
"""I'm looking to trade 44 wood for 34 coal. Would you consider the offer?""",44,wood,34,coal
"""I'm looking to diversify my assets and would like to trade 18 gold for 4 coal. What do you think?""",18,gold,4,coal
"""I'm willing to trade 50 coal for 8 wood. Let me know if you're interested.""",50,coal,8,wood
"""How about we make a deal? I have 39 iron and I'm interested in trading them for 29 aluminum.""",39,iron,29,aluminum
"""I'm interested in making a trade. I have 50 gold that I can offer for 43 coal. Would you consider it?""",50,gold,43,coal
"""I'm interested in trading 11 iron for 10 aluminum. Let me know if you're interested.""",11,iron,10,aluminum
"""I have 48 gold and am looking to exchange them for 40 wheat. Would you be open to a trade?""",48,gold,40,wheat
"""I'd like to trade 19 horses for 20 aluminum. Let me know if you're interested.""",19,horses,20,aluminum
"""I'm interested in acquiring 10 gold and am willing to offer 8 wood in exchange. Are you open to a trade?""",8,wood,10,gold
"""I have 1 coal and I'm interested in trading them for 15 gold. Would you consider the offer?""",1,coal,15,gold
"""I have 3 wheat that I'm looking to trade for 25 gold. Let me know if you're interested.""",3,wheat,25,gold
"""How about we make a trade? I'm willing to offer 27 stones in exchange for 15 gold.""",27,stones,15,gold
"""I'm willing to exchange 10 wood for 12 aluminum. Is that something you'd be interested in?""",10,wood,12,aluminum
"""How about a trade? I'll give you 43 coal in exchange for 32 iron.""",43,coal,32,iron
"""I'd like to trade 12 wood for 5 aluminum. Let me know if you're interested.""",12,wood,5,aluminum
"""I have 27 horses that I'm willing to trade for 50 iron. Are you open to a deal?""",27,horses,50,iron
"""Are you open to a trade? I have 34 stones that I'm willing to exchange for 49 wheat.""",34,stones,49,wheat
"""How about we make a trade? I'm willing to offer 15 gold in exchange for 9 coal.""",15,gold,9,coal
"""I'd like to make a trade. I have 37 coal that I can offer for 36 wood.""",37,coal,36,wood
"""I'd like to acquire 41 wood and am willing to offer 47 gold in exchange. Are you open to a trade?""",47,gold,41,wood
"""I'd like to offer 34 aluminum in exchange for 34 horses. Let me know if you're interested in making a trade.""",34,aluminum,34,horses
"""I have 49 gold that I'm interested in trading for 38 wood. Would you consider the offer?""",49,gold,38,wood
"""I'd like to make a trade. I have 48 stones that I'm willing to offer for 44 wheat.""",48,stones,44,wheat
"""Would you be willing to trade 37 coal for 39 wheat ? Let me know.""",39,wheat,37,coal
"""I'm interested in acquiring 34 wood and am willing to offer 44 wheat in exchange. Are you open to a trade?""",44,wheat,34,wood
"""I'm interested in acquiring 43 coal and am willing to trade 42 stones in exchange. Would you consider the offer?""",42,stones,43,coal
"""I'd like to offer 49 horses for 15 iron. Would you be interested in making a trade?""",49,horses,15,iron
"""I have 44 gold that I can trade for 23 stones. Are you interested?""",44,gold,23,stones
"""I'm willing to trade 20 stones for 25 iron. Would you consider the offer?""",20,stones,25,iron
"""I'd like to make a trade. I have 46 horses that I can offer for 22 coal.""",46,horses,22,coal
"""I'd like to acquire 2 wood and am willing to offer 44 coal in exchange. Are you open to a trade?""",44,coal,2,wood
"""I'm willing to offer 15 iron for 47 gold. Are you interested in making a trade?""",15,iron,47,gold
"""I'm willing to offer 33 iron for 27 wood. Are you interested in making a trade?""",33,iron,27,wood
"""I'd like to offer 6 gold for 37 coal. Would you be interested in making a trade?""",6,gold,37,coal
"""I'd like to acquire 48 iron and am willing to offer 37 horses in exchange. Would you be interested in a trade?""",37,horses,48,iron
"""I'm interested in trading 45 horses for 17 coal. What do you think?""",45,horses,17,coal
"""I'm interested in trading 42 aluminum for 17 gold. Let me know if you're interested.""",42,aluminum,17,gold
"""I'm interested in acquiring 32 wood and am willing to offer 24 iron in exchange. Are you open to a trade?""",24,iron,32,wood
"""I'd like to make a trade. I have 43 gold that I'm willing to offer for 42 wheat. Would you be interested?""",43,gold,42,wheat
"""I'd like to trade 16 iron for 44 wheat. What do you think?""",16,iron,44,wheat
"""I'm interested in making a trade. I have 49 stones that I can offer for 14 gold. Would you consider it?""",49,stones,14,gold
"""Would you be willing to trade 40 aluminum for 8 wood ? Let me know.""",8,wood,40,aluminum
"""I'm willing to exchange 40 iron for 42 aluminum. Let me know if you're interested in a trade.""",40,iron,42,aluminum
"""I'm interested in trading 40 stones for 10 wheat. What do you think?""",40,stones,10,wheat
"""I'm looking to acquire 1 horses and can offer 4 gold in exchange. Would you be interested in a trade?""",4,gold,1,horses
"""I have 18 wood that I'm willing to trade for 22 gold. Would you consider the offer?""",18,wood,22,gold
"""I have 33 aluminum and am looking to trade them for 42 horses. Would you consider the offer?""",33,aluminum,42,horses
"""Would you be willing to trade 35 gold for 37 coal ? Let me know.""",37,coal,35,gold
"""I'm interested in acquiring 39 aluminum and am willing to offer 45 coal in exchange. Are you open to a trade?""",45,coal,39,aluminum
"""I'd like to acquire 11 wheat and am willing to trade 12 horses in exchange. Let me know if you're interested in a deal.""",12,horses,11,wheat
"""How about a trade? I have 12 wheat that I can offer in exchange for 28 horses.""",12,wheat,28,horses
"""I have 18 iron that I'm looking to exchange for 16 stones. Would you like to make a trade?""",18,iron,16,stones
"""I'm looking to acquire 35 coal and can offer 32 gold in exchange. Would you be interested in a trade?""",32,gold,35,coal
"""I have 38 wood and I'm interested in trading them for 25 stones. Would you consider the offer?""",38,wood,25,stones
"""I'm interested in trading 37 coal for 20 aluminum. What do you think?""",37,coal,20,aluminum
"""I'm willing to trade 49 aluminum for 5 wheat. Let me know if you're interested.""",49,aluminum,5,wheat
"""I'm looking to diversify my holdings and would like to trade 11 wheat for 25 wood. Would you be interested?""",11,wheat,25,wood
"""I'm interested in trading 22 coal for 44 wheat. Would you be open to a trade?""",22,coal,44,wheat
"""If you're interested in trading, I have 24 wood that I'm willing to offer for 32 coal.""",24,wood,32,coal
"""I'm interested in acquiring 6 horses. I have 17 wood that I can offer in exchange. Would you consider the trade?""",17,wood,6,horses
"""I'd like to make a trade. I have 18 horses that I'm willing to offer for 19 aluminum.""",18,horses,19,aluminum
"""I'm looking to acquire 15 gold and can offer 47 wheat in exchange. Would you be interested in a trade?""",47,wheat,15,gold
"""I'd like to acquire 5 horses and can offer 5 gold in exchange. Would you be interested in trading?""",5,gold,5,horses
"""I'm interested in acquiring 23 horses and am willing to trade 17 coal in exchange. Would you consider the offer?""",17,coal,23,horses
"""I'd like to acquire 29 wheat and can offer 21 horses in exchange. Would you be interested in trading?""",21,horses,29,wheat
