Trade,OfferAmount,OfferItem,DesiredAmount,DesiredItem 
I'm interested in trading 10 wheat for 38 wood. What do you think?,10,wheat,38,wood
I'd like to offer 17 iron in exchange for 43 aluminum. Let me know if you're interested in making a trade.,17,iron,43,aluminum
I'd like to acquire 18 iron and am willing to offer 31 aluminum in exchange. Would you be interested in a trade?,31,aluminum,18,iron
I'd like to offer 35 iron for 30 stones. Are you open to a trade?,35,iron,30,stones
I'm interested in trading 43 horses for 32 iron. Would you be open to a trade?,43,horses,32,iron
I'm willing to trade 15 horses for 35 gold. Would you be interested in making a deal?,15,horses,35,gold
I'm looking to diversify my assets and would like to trade 32 aluminum for 10 iron. Would you consider it?,32,aluminum,10,iron
I'm interested in trading 40 aluminum for 36 wheat. What do you think?,40,aluminum,36,wheat
I'm looking to acquire 8 iron and am willing to offer 29 wheat in exchange. Let me know if you're interested in a trade.,29,wheat,8,iron
I'm looking to trade 6 gold for 16 stones. Would you consider the offer?,6,gold,16,stones
I have 35 wheat that I'm looking to exchange for 22 coal. Would you like to make a trade?,35,wheat,22,coal
How about a trade? I have 49 coal that I can offer in exchange for 10 aluminum.,49,coal,10,aluminum
I have 22 iron that I'm willing to trade for 44 stones. Would you be interested?,22,iron,44,stones
I'm looking to acquire 42 iron and am willing to trade 50 coal for them. Would you be interested?,50,coal,42,iron
I'd like to acquire 8 coal and can offer 8 horses in exchange. Let me know if you're interested in a trade.,8,horses,8,coal
Would you be willing to trade 7 wood for 11 gold ? Let me know.,11,gold,7,wood
I'm willing to trade 24 wood for 39 iron. Let me know if you're interested.,24,wood,39,iron
I'd like to acquire 44 stones and can offer 6 aluminum in exchange. Would you be interested in trading?,6,aluminum,44,stones
I have 40 horses that I'm willing to offer in exchange for 21 stones. Let me know if you're interested in a trade.,40,horses,21,stones
I'm interested in trading 36 stones for 24 aluminum. Let me know if you're interested.,36,stones,24,aluminum
I'm interested in trading 41 wheat for 46 iron. What do you think?,41,wheat,46,iron
I have 4 aluminum that I can trade for 37 wood. Are you interested?,4,aluminum,37,wood
I'm willing to offer 34 iron for 26 horses. Let me know if you're interested in making a trade.,34,iron,26,horses
I'm interested in trading 35 wheat for 9 gold. What do you think?,35,wheat,9,gold
I have 17 stones that I can trade for 20 iron. Are you interested in making a deal?,17,stones,20,iron
I'm willing to trade 42 gold for 32 iron. Would you be interested in making a deal?,42,gold,32,iron
I'm willing to offer 48 aluminum for 21 coal. Are you open to a trade?,48,aluminum,21,coal
I have 9 aluminum that I'm looking to trade for 45 horses. Let me know if you're interested.,9,aluminum,45,horses
I'm willing to trade 33 wheat for 17 coal. Would you be interested in making a deal?,33,wheat,17,coal
I'd like to acquire 14 coal and can offer 38 wood in exchange. Let me know if you're interested in a trade.,38,wood,14,coal
How about a trade? I have 33 iron that I can offer in exchange for 11 wheat.,33,iron,11,wheat
I have 17 wood that I'm interested in trading for 34 stones. Would you consider the offer?,17,wood,34,stones
I'm willing to exchange 34 horses for 41 wood. Is that something you'd be interested in?,34,horses,41,wood
How about we make a deal? I have 8 aluminum that I can trade for 45 coal.,8,aluminum,45,coal
How about a trade? I have 19 aluminum that I'm willing to exchange for 25 iron.,19,aluminum,25,iron
I'm willing to trade 19 aluminum for 5 gold. Is that something you'd be interested in?,19,aluminum,5,gold
I have 47 iron that I can trade for 2 wood. Are you interested in making a deal?,47,iron,2,wood
I have 16 wood that I'm willing to trade for 38 gold. Would you be interested?,16,wood,38,gold
I'd like to offer 3 wood in exchange for 31 coal. Let me know if you're interested in making a trade.,3,wood,31,coal
I have 34 horses that I'm willing to trade for 47 aluminum. Would you be interested?,34,horses,47,aluminum
I have 17 gold that I can trade for 34 coal. Are you interested in making a deal?,17,gold,34,coal
I'm interested in trading 41 stones for 15 coal. Would you be open to a trade?,41,stones,15,coal
I'd like to offer 35 stones for 26 coal. Would you consider the trade?,35,stones,26,coal
I have 43 horses that I can trade for 48 wheat. Are you interested?,43,horses,48,wheat
I'm willing to offer 49 wood for 50 iron. Let me know if you're interested in making a trade.,49,wood,50,iron
I'm interested in acquiring 33 gold and am willing to trade 38 wheat in exchange. Would you be open to that?,38,wheat,33,gold
I'm interested in trading 24 iron for 28 stones. What do you think?,24,iron,28,stones
I'm willing to trade 28 aluminum for 11 iron. Let me know if you're interested.,28,aluminum,11,iron
I'm willing to offer 11 coal for 44 horses. Are you interested in making a trade?,11,coal,44,horses
I have 47 wheat that I'm interested in trading for 50 aluminum. Would you consider the offer?,47,wheat,50,aluminum
I have 49 wheat that I can trade for 50 horses. Are you interested in making a deal?,49,wheat,50,horses
I'm willing to offer 47 stones for 26 wood. Let me know if you're interested in making a trade.,47,stones,26,wood
I'm willing to offer 46 iron for 27 wood. Let me know if you're interested in making a trade.,46,iron,27,wood
I'd like to acquire 4 gold and am willing to offer 4 wood in exchange. Are you open to a trade?,4,wood,4,gold
I'm interested in acquiring 18 aluminum and am willing to offer 4 wood in exchange. Are you open to a trade?,4,wood,18,aluminum
I'm looking to diversify my assets and would like to trade 38 coal for 3 stones. Would you consider it?,38,coal,3,stones
I'm willing to offer 13 wood for 39 coal. Let me know if you're interested in making a trade.,13,wood,39,coal
I'm willing to trade 46 iron for 32 gold. Would you consider the offer?,46,iron,32,gold
How about a trade? I'll give you 50 aluminum in exchange for 34 gold.,50,aluminum,34,gold
I'm looking to diversify my assets and would like to trade 45 coal for 17 wood. What do you think?,45,coal,17,wood
I have 5 iron that I'm willing to exchange for 34 horses. Let me know if you're interested in a trade.,5,iron,34,horses
I'm willing to exchange 21 coal for 47 gold. Let me know if you're interested.,21,coal,47,gold
How about a trade? I have 16 gold that I'm willing to exchange for 15 stones.,16,gold,15,stones
I have 5 iron that I'm willing to trade for 17 horses. Are you open to a deal?,5,iron,17,horses
I'm willing to trade 20 coal for 32 iron. Is that something you'd be interested in?,20,coal,32,iron
I'd like to offer 27 iron for 25 coal. Are you open to a trade?,27,iron,25,coal
I'm willing to trade 11 wheat for 28 gold. Let me know if you're interested.,11,wheat,28,gold
I have 14 iron and am looking to trade them for 24 gold. Would you consider the offer?,14,iron,24,gold
How about we make a deal? I have 19 aluminum that I can trade for 8 horses.,19,aluminum,8,horses
I'm willing to offer 5 gold for 12 coal. Let me know if you're interested in making a trade.,5,gold,12,coal
I have 2 aluminum that I'm willing to trade for 41 coal. Would you be interested?,2,aluminum,41,coal
I'd like to acquire 1 wood and am willing to offer 10 gold in exchange. Are you open to a trade?,10,gold,1,wood
I'd like to acquire 10 horses and can offer 9 coal in exchange. Would you be interested in trading?,9,coal,10,horses
I have 21 wood and am looking to exchange them for 12 aluminum. Would you be open to a trade?,21,wood,12,aluminum
I have 36 gold that I'm willing to trade for 21 wood. Would you be interested in making a deal?,36,gold,21,wood
I have 27 horses and I'm interested in trading them for 43 iron. Would you consider the offer?,27,horses,43,iron
I'm interested in acquiring 6 wood and am willing to offer 29 aluminum in exchange. Are you open to a trade?,29,aluminum,6,wood
I'm interested in acquiring 34 horses and am willing to offer 33 stones in exchange. Are you open to a trade?,33,stones,34,horses
I'm looking to diversify my holdings and would like to trade 18 iron for 7 wood. Would you be interested?,18,iron,7,wood
I'm looking to acquire 20 stones and am willing to offer 30 wheat in exchange. Let me know if you're interested in a trade.,30,wheat,20,stones
I'm looking to acquire 5 aluminum and am willing to offer 38 horses in exchange. Would you be interested?,38,horses,5,aluminum
I'm interested in trading 36 gold for 4 coal. What do you think?,36,gold,4,coal
I'm looking to acquire 37 wheat and am willing to offer 47 stones in exchange. Would you be interested?,47,stones,37,wheat
I'm willing to offer 13 gold for 36 horses. Let me know if you're interested in making a trade.,13,gold,36,horses
I'm looking to diversify my holdings and would like to trade 5 wheat for 35 aluminum. Would you be interested?,5,wheat,35,aluminum
I'd like to offer 47 horses for 4 wood. Would you be interested in making a trade?,47,horses,4,wood
I have 5 gold that I'm looking to trade for 11 wheat. Would you be open to that exchange?,5,gold,11,wheat
Are you open to a trade? I have 22 aluminum that I'm willing to exchange for 42 horses.,22,aluminum,42,horses
I have 12 aluminum that I'm looking to trade for 1 gold. Let me know if you're interested.,12,aluminum,1,gold
I'm willing to exchange 11 gold for 42 wheat. Let me know if you're interested.,11,gold,42,wheat
I have 5 wood that I'm willing to trade for 5 aluminum. Would you be interested?,5,wood,5,aluminum
I'd like to make a trade. I have 50 coal that I can offer for 10 wheat.,50,coal,10,wheat
"If you're interested in trading, I have 41 stones that I'm willing to offer for 39 gold.",41,stones,39,gold
I'm willing to exchange 27 stones for 38 horses. Let me know if you're interested.,27,stones,38,horses
I'm looking to acquire 19 aluminum and am willing to offer 14 stones in exchange. Would you be interested?,14,stones,19,aluminum
I'm interested in acquiring 1 aluminum and am willing to trade 50 wheat in exchange. Would you consider the offer?,50,wheat,1,aluminum
I'd like to offer 41 iron for 35 wheat. Are you open to a trade?,41,iron,35,wheat
I'm willing to trade 39 iron for 10 aluminum. Would you be interested in making a deal?,39,iron,10,aluminum
I'm looking to diversify my holdings and would like to trade 48 horses for 1 stones. Would you be interested?,48,horses,1,stones
I'd like to make a trade. I have 1 stones that I'm willing to offer for 35 aluminum.,1,stones,35,aluminum
I'm interested in trading 28 horses for 2 wheat. What do you think?,28,horses,2,wheat
I'm interested in trading 3 iron for 30 wheat. Would you be open to a trade?,3,iron,30,wheat
How about we make a deal? I have 50 gold and I'm interested in trading them for 1 coal.,50,gold,1,coal
I'd like to acquire 8 coal and can offer 45 stones in exchange. Would you be interested in trading?,45,stones,8,coal
I'm willing to trade 28 wood for 22 wheat. Is that something you'd be interested in?,28,wood,22,wheat
I'm interested in trading 23 gold for 18 aluminum. What do you think?,23,gold,18,aluminum
How about we make a deal? I have 23 stones that I can trade for 26 coal.,23,stones,26,coal
I'm looking to trade 30 aluminum for 27 horses. Would you consider the offer?,30,aluminum,27,horses
